Latitude,Longittude,Company Name,,,City
-2.3496095,29.7512903,Johnson Group,,,Nyanza
41.303548,-8.7353479,Hessel and Sons,,,Vila Chã
36.0457187,-115.3133908,Torp Inc,,,Las Vegas
7.05,124.58333,Mohr Inc,,,Punolu
40.2047139,44.5128424,"King, Ondricka and Kemmer",,,Karanlukh
48.8480625,2.3300993,Torphy LLC,,,Paris 06
30.037192,121.154634,"O'Keefe, Kovacek and Considine",,,Yayao
-8.39427,116.3426552,Fritsch Group,,,Santong
50.62508,19.3633201,Batz and Sons,,,Żarki
14.8751623,-86.1828047,Effertz-Connelly,,,San Francisco de la Paz
31.074834,109.879153,"Veum, Bayer and Durgan",,,Wushan
-1.5034616,29.6325305,King Inc,,,Musanze
-6.1382732,-77.0967357,Parker Group,,,Soritor
-19.6513424,47.3266162,Ernser-Wolf,,,Antanifotsy
11.4384457,5.2318879,Dooley-Bernhard,,,Zuru
35.8250555,128.7415441,"Stroman, Rolfson and Windler",,,Gyeongsan-si
59.3362401,18.0232365,Reichel-Hyatt,,,Stockholm
-17.4956441,-149.8728273,Ratke-Olson,,,Papetoai
34.71421,106.23546,Moore-Predovic,,,Taishihe
-6.312525,106.1049278,"Stark, Gulgowski and O'Connell",,,Gardutanjak
30.2646273,78.5064473,Hodkiewicz LLC,,,Dagar
18.8826771,-96.935003,Heathcote-Collier,,,Guadalupe
15.2256074,100.6599899,"Raynor, Hane and White",,,Nong Muang
9.891058,-84.081696,"Daniel, O'Reilly and Yost",,,San Rafael Abajo
-7.1480086,107.8995629,"Maggio, Mills and Ondricka",,,Warungpeuteuy
-24.2298687,-65.1737343,Ullrich-Little,,,Yerba Buena
55.8697739,48.5236711,Bashirian and Sons,,,Zelenodolsk
52.1557661,11.5721966,"Parker, Jaskolski and Dach",,,Magdeburg
29.2083348,72.8578648,Murray-Schmitt,,,Fort Abbās
25.290184,117.419998,Wisozk and Sons,,,Zhangping
49.4660029,1.0736574,Nitzsche-Anderson,,,Mont-Saint-Aignan
-7.0090256,23.4537973,"Ebert, Lehner and Stracke",,,Mwene-Ditu
49.1333104,13.740288,Auer Group,,,Vacov
49.9344975,13.390365,"Crooks, Schamberger and Gaylord",,,Plasy
-3.9389,134.9696,Pfannerstill Group,,,Kiruru
14.283333,45.6,Hagenes-Yost,,,Al ‘Āqir
54.6940627,36.0216999,"Ferry, Morissette and Ritchie",,,Zhiletovo
41.11028,21.01139,Brown Group,,,Jankovec
3.8353843,103.2901816,Zieme-Corwin,,,Kuantan
28.201266,114.606141,"Watsica, Oberbrunner and Bins",,,Zhendu
-8.2484009,111.8151245,Blick Inc,,,Besole
27.5566857,107.0336505,Goyette and Sons,,,Longping
43.3177929,-1.9814245,"Mitchell, Hansen and Batz",,,Donostia-San Sebastian
40.2115069,19.6892266,"Hills, Beahan and Ruecker",,,Vranisht
-24.2481501,-54.7576819,"Gusikowski, Zulauf and Schinner",,,Colonia Catuete
29.3728871,113.1149933,"Champlin, Breitenberg and Wunsch",,,Gaopeng
31.57551,35.01223,Bechtelar-Hartmann,,,Tarqūmyā
54.9428925,20.2216245,Mertz-Price,,,Pionerskiy
38.3559764,140.3748668,"Marquardt, Quitzon and MacGyver",,,Tendō
37.646108,120.477813,Carter and Sons,,,Longlou
0.2827307,34.7518631,Thompson Group,,,Kakamega
41.2479207,-8.3626963,Carroll-Medhurst,,,Sobrosa
41.2771802,-8.5427054,Kling and Sons,,,Fonteleite
4.761738,-74.464018,"Mueller, Rau and Corwin",,,Anolaima
30.6701145,31.5883709,"Cummerata, Brown and Stokes",,,Hihyā
11.4820004,122.3040009,Von Group,,,Manika
-6.1827598,106.8270521,"Greenfelder, O'Conner and Ziemann",,,Potet
36.520625,101.356947,"Luettgen, Bogisich and Little",,,Daqian
33.7403041,130.9463113,"Jacobs, Kris and Corkery",,,Okazaki
23.396201,103.364905,Spinka-Goyette,,,Mengzhai
39.9041999,116.4073963,"Von, Haley and Strosin",,,Beixiang
8.3796569,123.4261608,Wiegand LLC,,,Sergio Osmeña Sr
-7.0453363,108.2347863,"Brekke, Hoppe and Breitenberg",,,Werasari
-12.8010669,-76.5257007,King-Koepp,,,Asia
0.3391763,-78.1222336,Mante-Wilkinson,,,Ibarra
1.6154718,16.0463837,Zemlak Inc,,,Ouésso
-16.4962793,-68.1372784,"McLaughlin, Weissnat and Goyette",,,San Francisco
31.32847,118.892085,Bergnaum-Nikolaus,,,Gaocun
-13.7795533,34.458641,"Johnston, Bailey and Blick",,,Salima
32.6180396,110.7762387,Little LLC,,,Qinglian
31.5707334,73.4895102,"Schroeder, Bergstrom and Flatley",,,Shahkot
42.078622,126.908717,Prohaska-Wolf,,,Hepingjie
-7.0487503,108.5314753,Effertz LLC,,,Pamupukan
6.964703,79.881693,Torphy and Sons,,,Peliyagoda
45.9380817,16.7806658,"Nicolas, Hirthe and Rutherford",,,Predavac
-18.0833977,-39.5499731,Green and Sons,,,Mucuri
23.696329,117.433977,Kuhn-Pollich,,,Xibu
46.8311732,35.7512432,"Brakus, Moore and Crist",,,Novovasylivka
21.778714,107.751231,Koch-Kihn,,,Gaopi
49.6994861,16.4312865,"Abernathy, Dicki and Kreiger",,,Radiměř
37.97,-87.5699999,Cassin Inc,,,Evansville
-14.12,-71.47278,Blick LLC,,,Mosoc Llacta
-8.3833419,118.7256312,Schmidt-Hamill,,,Kolo
37.955893,23.7020975,Wisozk Inc,,,Kallithéa
46.019373,15.4759099,Watsica-Bergnaum,,,Senovo
37.520481,115.251124,Dickinson Inc,,,Xinhe
33.5282289,55.0396912,"Schmitt, Roberts and Steuber",,,Garmeh
-38.5084312,-72.4541343,Gleichner-Nicolas,,,Lautaro
50.749001,15.702767,Moen Inc,,,Karpacz
-14.5460011,48.7542899,Wilderman-Considine,,,Bealanana
-6.2829488,107.0833701,Kessler LLC,,,Cibitungmasjid
18.8539206,-71.3009387,"Renner, Walsh and Carroll",,,Punta Cana
14.5165603,121.2786716,Farrell and Sons,,,Hanggan
10.3057678,105.7468535,Brakus-Fahey,,,Sadek
26.11,-80.3,Nicolas LLC,,,Fort Lauderdale
9.9847566,10.9510315,Prosacco-Larson,,,Pindiga
37.7937857,22.8003951,Gorczany-Cronin,,,Áyios Vasílios
52.6806269,20.6620485,"Gottlieb, Howe and Von",,,Nowe Miasto
7.2077348,100.595029,Adams and Sons,,,Sadao
41.3349436,-6.9646803,Herzog-Kihn,,,Pereira
32.200197,118.41697,"Emmerich, Quigley and Bayer",,,Nianqiao
30.406007,110.971573,Heathcote-Nikolaus,,,Duzhenwan
-7.3198199,112.7420274,Hudson-Muller,,,Wonocolo
59.3398021,18.0802922,"Sporer, Schultz and Fadel",,,Stockholm
35.1541677,37.2089056,Auer LLC,,,Şabbūrah
-8.219061,128.941023,"Littel, Boehm and Nikolaus",,,Laleng
13.32887,44.21708,"Daugherty, Johnson and Emard",,,Aş Şalw
8.0419777,125.1086998,"Heller, Yost and Moore",,,Bugcaon
4.566637,-75.75012,Cole Group,,,Montenegro
25.575165,111.824739,Considine and Sons,,,Zhoujia
-11.7198172,43.2630304,"Kuphal, Weber and Boyer",,,Mavingouni
41.7730238,123.3561121,West and Sons,,,Shuangxing
-32.0288506,-53.3936083,Schinner-Bode,,,Herval
41.2922523,-8.6325611,"Ortiz, Hahn and Howell",,,Guilhabreu
-8.3083083,112.7211714,"Bernhard, Maggio and Lind",,,Ringin Kembar
22.995838,113.933872,Greenholt-Walter,,,Dongkeng
34.852159,117.564229,Weissnat and Sons,,,Jingyao
53.9858812,16.9811758,Metz Inc,,,Miastko
47.4430894,-122.327464,Leannon LLC,,,Seattle
-1.259553,104.100502,Schimmel-Altenwerth,,,Simpang
4.7300121,96.8619045,Mante Group,,,Banjar Tiga
41.620793,-8.488318,"Boyer, Crist and McDermott",,,Sobreiro
33.3457623,130.785523,Kuhic-Jones,,,Sakurai
45.0169373,39.1009227,"Quitzon, McKenzie and Sawayn",,,Pashkovskiy
32.629398,110.798266,"Schiller, Sipes and Shanahan",,,Shiye
-8.2132323,-71.3824374,Toy and Sons,,,Tarauacá
30.830898,120.92585,"Harris, Treutel and Beatty",,,Jieshan
26.022703,119.602109,Wisoky-Hickle,,,Tantou
-34.058086,18.6133549,"Orn, Schuster and Hudson",,,Riversdale
-34.7725956,-58.6529983,Yundt Inc,,,Sunchales
28.906106,111.970514,"Johns, Ortiz and Fisher",,,Hanshou
56.3464983,21.065493,Jacobs Inc,,,Nīca
55.9180886,39.1784374,Kreiger-Mertz,,,Pokrov
37.6092461,61.8643252,Goodwin-Rohan,,,Mary
-14.10472,-72.6125,Cremin-Tillman,,,Ayrihuanca
43.411002,5.0434979,Greenfelder LLC,,,Martigues
15.3388555,100.1479182,Simonis LLC,,,Manorom
40.8536972,111.6568972,"Bosco, Rowe and Stiedemann",,,Wujiayao
-23.701721,-52.6600232,Will-Wiegand,,,Cianorte
4.974252,-74.291386,Hahn-Lakin,,,San Francisco
57.8287842,29.9634297,Wyman Group,,,Dno
-37.7758475,-67.7134201,Pouros-Swaniawski,,,Jacinto Arauz
7.7713572,-72.2261466,Medhurst Group,,,San Cristóbal
22.995838,113.933872,"Trantow, Stokes and Hagenes",,,Dongkeng
-7.783297,110.363649,Miller-Stiedemann,,,Jetis
48.8255395,16.8482236,Christiansen Inc,,,Podivín
-7.150975,110.1402594,"Wuckert, Roberts and Kuhlman",,,Tengah
12.3390296,-83.6747342,Harvey and Sons,,,Laguna de Perlas
61.1174188,28.5010914,"Hane, Feest and Kilback",,,Joutseno
31.2357377,121.5054068,Leuschke-Witting,,,Maodian
-9.5701,124.3556,"Rowe, Russel and Ryan",,,Oenaik
-34.9044677,-58.5743103,O'Kon Group,,,Marcos Juárez
-3.446207,30.2512728,"Hauck, Jakubowski and Okuneva",,,Ruyigi
45.54,-122.66,"Moen, Reinger and Monahan",,,Portland
52.7441662,17.3278637,"Cummerata, Rodriguez and Jast",,,Mieścisko
0.845865,108.8796091,"Mitchell, Walsh and Collier",,,Pasirpanjang
42.22609,129.20776,Cummerata LLC,,,Musan-ŭp
50.10186,19.42228,Stracke and Sons,,,Pogorzyce
-14.1968614,-41.6809724,"Franecki, Kshlerin and Predovic",,,Brumado
-7.5002292,107.9739244,"Langosh, Pacocha and Lang",,,Mangkon Daja
8.7407047,124.7777043,"Marvin, Paucek and Predovic",,,Balingasag
52.4458588,-9.5003786,Muller LLC,,,Fermoy
30.049992,121.159547,Goldner-Wehner,,,Dongyu
6.8072494,29.6788877,Mertz Inc,,,Rumbek
46.426574,14.0833019,Lockman-Johns,,,Slovenski Javornik
59.2695504,18.0574637,Bartell-Prohaska,,,Bandhagen
22.69569,112.225334,"Daniel, Ondricka and Kutch",,,Xinxing
38.995854,117.688815,Hermiston-Hilll,,,Yujiawu
34.8015007,135.5624945,"Skiles, Turcotte and Parisian",,,Tennō
8.1713638,-72.1712309,"Wunsch, Casper and Beer",,,Las Mesas
51.7192247,20.5223046,VonRueden Inc,,,Sadkowice
30.134451,114.829374,"Bosco, Bartell and McGlynn",,,Jinshandian
31.793861,117.309522,Schmeler Group,,,Baohe
9.2214675,122.8845373,Harris Group,,,Manalongon
28.423436,109.006211,Jones LLC,,,Pingkai
-7.1260248,107.8909697,"Erdman, Larson and Schulist",,,Haruman
28.430921,115.969683,"Beatty, Schaden and Sporer",,,Xiangtang
-21.2105166,-47.625836,Murray-Schultz,,,Serrana
31.768319,35.21371,Ortiz and Sons,,,West Jerusalem
25.6538807,-100.1522213,Tillman LLC,,,La Reforma
51.2487152,21.5754229,"Hoppe, Walsh and Olson",,,Ciepielów
51.924574,4.616419,Brakus Inc,,,Krimpen aan den IJssel
-8.6489,120.7616,"Kertzmann, Mertz and Sauer",,,Nggelok
48.7720518,2.4921227,Olson-Konopelski,,,Bonneuil-sur-Marne
-9.7923047,124.4669566,Keebler-Konopelski,,,Sopo
38.4099999,-82.4599999,Jacobi Inc,,,Huntington
52.4630512,-113.7286241,Wintheiser-Rath,,,Lacombe
34.29922,108.490475,Cartwright Group,,,Qingping
40.7392836,-73.9887809,Kunde-Upton,,,Harding
35.86166,104.195397,"Doyle, Hahn and Mann",,,Chiba
59.3164285,18.0590482,Mraz-Conn,,,Stockholm
9.5646371,37.0990498,"Mills, Stiedemann and Bins",,,Shambu
-8.5943,115.0906,"Quigley, Kunde and Morar",,,Banjar Pangkungtibah Selatan
-19.9952622,23.4180769,Brakus-Breitenberg,,,Maun
-8.3661233,115.674668,Lowe-Stanton,,,Bunutan
49.5236512,25.7558517,Stanton Group,,,Velikiye Borki
56.2208485,51.0782323,Ortiz Inc,,,Vyatskiye Polyany
7.1069627,39.2011716,Pagac-Ferry,,,Āsasa
-27.4308908,-65.6147813,"Koepp, Wunsch and Konopelski",,,Aguilares
-4.9843552,-44.4370606,Vandervort Group,,,Dom Pedro
59.9000274,150.8632131,Dare-Leannon,,,Uptar
39.6812698,-8.5246084,Hagenes-Bailey,,,Seiça
-33.93274,151.188577,Kuphal Inc,,,Eastern Suburbs Mc
-3.0114,133.7626,Schumm and Sons,,,Bofuer
52.4000431,4.7642491,Powlowski-O'Hara,,,Amsterdam Westpoort
10.018056,125.663981,Romaguera and Sons,,,Cagdianao
12.8513784,121.4666549,Weissnat LLC,,,Malayal
13.874099,120.972283,Gulgowski LLC,,,Santa Teresita
55.045149,32.721561,"Ferry, Grant and Parker",,,Yartsevo
40.9156544,24.2547455,Lang-O'Hara,,,Eleftheroúpolis
-13.2583689,-72.2642679,Berge-Zulauf,,,Lahuaytambo
8.1620514,-12.4351923,"Gorczany, West and Brekke",,,Moyamba
36.4707823,140.5615795,"Batz, Maggio and Orn",,,Funaishikawa
45.05426,41.1051314,"Bode, Treutel and Ankunding",,,Krasnaya Polyana
30.518048,117.134282,Simonis and Sons,,,Gushui
29.878738,52.8205515,"Paucek, Halvorson and Doyle",,,Marvdasht
30.777355,113.696298,Moore-Hamill,,,Mahe
51.221186,31.3264382,"Boehm, Abbott and Collier",,,Olyshivka
42.4914204,-2.522269,Lockman Group,,,Logroño
-13.796667,-73.988056,Considine-Schroeder,,,Cayara
-6.2433851,105.9200531,Heller Inc,,,Cibojong
36.164846,-115.155709,"Witting, Effertz and Schuster",,,Las Vegas
-6.9870354,107.7547383,Goodwin Group,,,Bojongloa
6.6548369,8.7976937,"Rippin, Hermiston and Schuppe",,,Ogoja
36.8414494,-2.4567059,"Walker, Glover and O'Hara",,,Almeria
41.6445836,0.587269,Johnson-Okuneva,,,Lleida
-8.2637032,113.5371368,"Boehm, Leffler and Turcotte",,,Balung
51.5275957,17.2712122,Stanton Inc,,,Milicz
31.762742,120.113289,Cruickshank and Sons,,,Hengshanqiao
-6.1037944,106.9145244,Yost Group,,,Kendaruan
31.491169,120.31191,"Bartoletti, Green and Pacocha",,,Wuxi
49.5792067,21.9487589,"Runte, Terry and Dietrich",,,Besko
22.1599753,-80.4437781,"Konopelski, Kuhic and Vandervort",,,Cienfuegos
-8.0509691,112.6034763,Upton-Dietrich,,,Genengan Kulon
47.666307,-2.7887335,Cartwright Inc,,,Vannes
-6.9586901,107.5534739,Mertz Group,,,Rahayu
-34.6562639,-58.421763,"Ryan, Green and Haag",,,Tilcara
-9.27793,-76.7193829,Hackett Group,,,Singa
36.7243344,71.6131931,Beahan LLC,,,Ishqoshim
12.8207931,-84.2002101,"Toy, Crist and Mertz",,,Nuevo Amanecer
47.747102,122.831186,"Reilly, Wilderman and Zboncak",,,Qinggis Han
4.4308445,8.941094,Erdman-Barrows,,,Bamusso
39.9658255,-0.0419877,"Douglas, Ledner and Lesch",,,Castellon De La Plana/Castello De La Pla
-7.6374665,112.8880068,"Larkin, Wolf and Crist",,,Gadingrejo
23.021478,113.121435,Hagenes-Schaefer,,,Mufushan
41.8186298,46.2781308,Crist-Zulauf,,,Lagodekhi
14.7292113,-88.0338631,Conn-Bernier,,,San José de Comayagua
-7.7285206,110.7897275,Parisian Inc,,,Tawangsari
14.5975238,-91.7270911,"Kerluke, Lubowitz and Kub",,,El Asintal
14.5699334,121.0204582,Rempel Group,,,San Jose
25.881342,116.00261,Gorczany-Bartoletti,,,Shazhouba
1.08142,100.24475,O'Hara and Sons,,,Dalududalu
49.9511113,35.9407539,Nicolas and Sons,,,Lyubotyn
15.3098074,120.8551691,Wintheiser LLC,,,Pulo
29.117096,110.479191,"Gerhold, Bashirian and Effertz",,,Zhangjiaji
45.7417486,4.8867899,"Watsica, Prosacco and Heidenreich",,,Lyon
46.176012,129.425798,Kirlin-Metz,,,Dalianhe
26.733954,107.943601,Bode-Bosco,,,Shuangyuan
32.458113,-116.9193767,Rodriguez Group,,,Providencia
14.5806413,121.0036417,"Zemlak, Konopelski and Haag",,,Santa Maria
14.514787,-87.3996765,"Boyle, Friesen and Lowe",,,Vallecillo
23.7321074,-103.9832684,Koelpin Group,,,Vicente Guerrero
60.392798,5.3223461,Berge-McDermott,,,Bergen
48.3441198,33.5244801,Christiansen-Will,,,Zhovti Vody
31.919928,35.036911,Stiedemann-Durgan,,,Kfar NaOranim
35.23619,-3.95453,"Cormier, O'Conner and Stoltenberg",,,Tirhanimîne
37.646108,120.477813,"Bergnaum, Rogahn and Wehner",,,Langkou
37.4784878,126.8642888,"Hartmann, Terry and Lang",,,Kwangmyŏng
-8.8026959,121.9792205,Hessel and Sons,,,Aeteke
-3.565921,114.7855271,"Wunsch, Littel and Friesen",,,Batibati
-7.0795248,109.0869316,"Krajcik, Hickle and Hayes",,,Banjaranyar
-9.6670621,124.3754414,Keeling Group,,,Polen
56.16667,22.1,Satterfield Inc,,,Seda
23.4464152,120.2570421,Hagenes Inc,,,Puzi
55.1952113,32.4000893,Carter-McCullough,,,Dukhovshchina
39.5160073,-8.5405003,"Ferry, Marvin and Zieme",,,Carvalhal da Aroeira
-7.3354943,108.230338,Green and Sons,,,Cikalang
-3.3339824,-58.5543821,"Cassin, Raynor and Conn",,,Itacoatiara
49.660465,32.3448813,Thiel-Wolff,,,Chornobay
60.7905791,24.9298029,"Mitchell, Streich and Strosin",,,Hausjärvi
-7.1701665,108.3296983,"Reichert, Denesik and Wintheiser",,,Sukaraharja
-6.3818749,105.8862812,Koepp Group,,,Dahu
9.791337,-74.7975249,Raynor-Zieme,,,Plato
27.9983088,113.3287943,Dibbert-Greenholt,,,Zhentou
-19.8078961,-43.9875878,Zulauf-Breitenberg,,,Brodósqui
47.55717,106.96333,"Block, Conroy and Treutel",,,Höshigiyn-Ar
-25.9480519,31.1338071,"Simonis, McClure and Hermann",,,Bulembu
31.336174,109.898233,Raynor LLC,,,Yaozhanzi
9.1681467,8.9245343,Olson-Parker,,,Bokkos
41.1604713,-7.7452871,"Hermiston, O'Kon and Gaylord",,,Portela
32.2746515,35.8960765,Johns Group,,,Jarash
27.2674027,31.151928,"Hauck, Gottlieb and Funk",,,Abnūb
43.834689,90.286028,Leffler-Ratke,,,Mori
12.1409532,123.2760396,Gorczany-Leuschke,,,Canomoy
19.75,-104.016667,Stoltenberg Group,,,El Limon
36.284107,100.620031,"Gulgowski, Cassin and Hamill",,,Gonghe
45.2969275,14.2723701,Schumm-Ryan,,,Lovran
48.816388,44.4777899,Pacocha and Sons,,,Gorodishche
8.9917373,40.1631879,Morar and Sons,,,Āwash
49.893413,16.028504,West-Donnelly,,,Luže
4.968157,-73.490098,Ernser LLC,,,Guayatá
21.941555,111.426122,Tremblay Inc,,,Bajia
17.5899708,120.4017314,"Schowalter, Zboncak and Brakus",,,Bantay
-6.6211529,106.794275,Bergstrom-Morar,,,Cibeureum Satu
14.641514,-61.0512822,"Dickinson, Spencer and Emmerich",,,Fort-de-France
22.919228,115.652151,Bogan and Sons,,,Lufang
38.135005,114.955312,Mayer-Fisher,,,Zhangduangu
50.63258,87.96046,Lind-Zboncak,,,Ust’-Ulagan
-8.4985,123.5226,Kling-Marvin,,,Waiwejak
18.1096868,-95.8803869,Kuhic-Kovacek,,,Loma Bonita
37.99,-84.52,Dickinson and Sons,,,Lexington
19.2579,-72.517319,VonRueden-Turcotte,,,Dessalines
31.259822,121.525727,"Smitham, Jaskolski and Stamm",,,Yingpu
22.863502,114.333767,"Reichert, Powlowski and Fahey",,,Xinxu
-25.4106487,-57.3609511,Mertz Group,,,Itauguá
52.793043,18.231232,Berge-Wisoky,,,Inowrocław
44.7783548,19.5985451,Bode LLC,,,Štitar
46.5450722,39.5813214,Hermann-Marvin,,,Kushchëvskaya
40.039342,116.260921,Moen Inc,,,Shuyuan
17.29788,43.38718,Homenick LLC,,,Al Hijrah
13.2881184,-87.0336925,Kessler-Strosin,,,Corpus
59.6794853,18.67843,"Murray, Baumbach and Adams",,,Norrtälje
13.38855,144.65852,"Runolfsson, Huels and Kovacek",,,Agat Village
41.535,60.34556,Pacocha Group,,,Qŭshkŭpir
-21.6733002,-49.7471388,Wiza and Sons,,,Lins
54.9675,41.75083,"Lesch, Wolff and Wilkinson",,,Yelat’ma
14.5891663,-90.5326336,Purdy LLC,,,Monjas
54.8133814,29.7063314,Borer-Turner,,,Syanno
31.80347,66.32376,"Fritsch, Grady and Jacobi",,,Shahr-e Şafā
-25.7394696,28.3508883,Wisozk LLC,,,Burgersfort
7.8715342,5.0728823,Hermiston-Rolfson,,,Ipoti
9.9298167,-73.9590333,"Stiedemann, Parisian and Mann",,,Ariguaní
36.706962,119.161748,"Cassin, Hackett and Heller",,,Weifang
45.4347317,-73.1728734,Kuhlman LLC,,,Marieville
-7.4111208,108.1221146,"Heller, Bode and Olson",,,Sukasenang
30.134451,114.829374,"Schulist, Gaylord and Schultz",,,Jinshandian
-9.8492904,119.7371425,"Fisher, Schulist and Ryan",,,Praimarada
13.648096,16.493598,"Renner, Rogahn and Quitzon",,,Moussoro
60.1163207,32.3008149,Will LLC,,,Issad
4.3378413,98.0717968,"Bosco, Hoppe and Little",,,Karangbaru
45.0058742,39.06949,Haag-Murphy,,,Nikol’skoye
48.3441198,33.5244801,"Connelly, Brakus and Hackett",,,Zhovti Vody
